DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	8q11.21	8	50976596		SNTG1 - PXDNL	ENSG00000147481	ENSG00000147485		179904	342981	rs67685799-?	rs67685799	0	67685799	intergenic_variant	1	NR	1E-8	8.0				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	8q24.3	8	142909347		GML			ENSG00000104499			rs6992689-?	rs6992689	0	6992689	intron_variant	0	NR	2E-8	7.698970004336019				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	8p21.2	8	26206218		RNA5SP258 - PPP2R2A	ENSG00000199620	ENSG00000221914		69220	85290	rs34788903-?	rs34788903	0	34788903	intergenic_variant	1	NR	2E-8	7.698970004336019				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	8p23.1	8	10960212		XKR6			ENSG00000171044			rs113263434-?	rs113263434	0	113263434	intron_variant	0	NR	3E-8	7.522878745280337				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	9q33.3	9	125138717		SCAI			ENSG00000173611			rs72765298-?	rs72765298	0	72765298	intron_variant	0	NR	2E-8	7.698970004336019				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	10p12.31	10	18439030		CACNB2			ENSG00000165995			rs12258967-?	rs12258967	0	12258967	intron_variant	0	NR	1E-23	23.0				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	10q24.33	10	103186066		NT5C2			ENSG00000076685			rs77420391-?	rs77420391	0	77420391	intron_variant	0	NR	1E-20	20.0				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA											chr10:102617719-?	chr10:102617719	0			1	NR	4E-19	18.397940008672037				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	10q25.3	10	114021768		NHLRC2 - ADRB1	ENSG00000196865	ENSG00000043591		104574	22098	rs2782980-?	rs2782980	0	2782980	regulatory_region_variant	1	NR	7E-19	18.154901959985743				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	10q23.33	10	94140247		PLCE1			ENSG00000138193			rs7070115-?	rs7070115	0	7070115	intron_variant	0	NR	2E-18	17.69897000433602				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	10q23.33	10	94278929		PLCE1, PLCE1-AS1			ENSG00000138193, ENSG00000268894			rs11187838-?	rs11187838	0	11187838	non_coding_transcript_exon_variant	0	NR	2E-17	16.69897000433602				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	10q21.2	10	61758990		CABCOCO1			ENSG00000183346			rs72831345-?	rs72831345	0	72831345	intron_variant	0	NR	2E-16	15.698970004336019				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	10p12.33	10	18165543		CACNB2			ENSG00000165995			rs2183718-?	rs2183718	0	2183718	intron_variant	0	NR	8E-15	14.096910013008056				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	10q23.33	10	94546848		HELLS			ENSG00000119969			rs11188012-?	rs11188012	0	11188012	intron_variant	0	NR	2E-12	11.698970004336019				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	10p12.31	10	18438972		CACNB2			ENSG00000165995			rs7923191-?	rs7923191	0	7923191	intron_variant	0	NR	3E-10	9.522878745280337				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	10p13	10	15626633		ITGA8			ENSG00000077943			rs76405841-?	rs76405841	0	76405841	intron_variant	0	NR	5E-10	9.301029995663981				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	10q23.1	10	80439507		PRXL2A - TSPAN14	ENSG00000122378	ENSG00000108219		2392	14758	rs7902460-?	rs7902460	0	7902460	intergenic_variant	1	NR	5E-9	8.301029995663981				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	10q21.2	10	62792482		ALDH7A1P4 - ADO	ENSG00000234489	ENSG00000181915		51097	12238	rs10995307-?	rs10995307	0	10995307	intron_variant	1	NR	7E-9	8.154901959985743				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	10q23.33	10	93983330		PIPSL - PLCE1	ENSG00000180764	ENSG00000138193		21790	10601	rs11593126-?	rs11593126	0	11593126	intergenic_variant	1	NR	1E-8	8.0				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	10q25.3	10	114071774		ADRB1 - RNU6-709P	ENSG00000043591	ENSG00000253066		24870	39640	rs68122733-?	rs68122733	0	68122733	regulatory_region_variant	1	NR	2E-8	7.698970004336019				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	10q25.3	10	113960755		NHLRC2 - ADRB1	ENSG00000196865	ENSG00000043591		43561	83111	rs151597-?	rs151597	0	151597	intergenic_variant	1	NR	4E-8	7.3979400086720375				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	11q22.1	11	100739815		ARHGAP42			ENSG00000165895			rs604723-?	rs604723	0	604723	intron_variant	0	NR	1E-36	36.0				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	11p11.2	11	47879717		NUP160 - PTPRJ	ENSG00000030066	ENSG00000149177		31162	100708	rs1872167-?	rs1872167	0	1872167	regulatory_region_variant	1	NR	6E-22	21.221848749616356				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	11p11.12	11	48909633		ANKRD33BP2 - TRIM51CP	ENSG00000254728	ENSG00000249910		7452	36061	rs10839174-?	rs10839174	0	10839174	intergenic_variant	1	NR	2E-20	19.69897000433602				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA											chr11:10275316-?	chr11:10275316	0			1	NR	9E-19	18.045757490560675				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	11p11.12	11	49973277		OR4C13 - OR4C12	ENSG00000258817	ENSG00000221954		19858	8196	rs10839472-?	rs10839472	0	10839472	intergenic_variant	1	NR	3E-18	17.522878745280337				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	11q11	11	54579588		LINC02750 - OR4C50P	ENSG00000254518	ENSG00000237610		4274932	11892	rs7480941-?	rs7480941	0	7480941	intergenic_variant	1	NR	5E-18	17.30102999566398				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	11p15.5	11	1865838		LSP1			ENSG00000130592			rs569550-?	rs569550	0	569550	intron_variant	0	NR	1E-17	17.0				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	11q11	11	55583531		OR4C16 - OR4C11	ENSG00000279514	ENSG00000172188		10471	18829	rs11525445-?	rs11525445	0	11525445	intergenic_variant	1	NR	2E-16	15.698970004336019				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	2q35	2	215435462		FN1			ENSG00000115414			rs1250258-?	rs1250258	0	1250258	intron_variant	0	NR	3E-8	7.522878745280337				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	3q22.2	3	134217925		RYK			ENSG00000163785			rs9839609-?	rs9839609	0	9839609	intron_variant	0	NR	6E-11	10.221848749616356				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	3p25.1	3	14848249		FGD5			ENSG00000154783			rs1687295-?	rs1687295	0	1687295	intron_variant	0	NR	2E-8	7.698970004336019				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	4q21.21	4	80246155		PRDM8 - FGF5	ENSG00000152784	ENSG00000138675		41826	20484	rs11099097-?	rs11099097	0	11099097	intergenic_variant	1	NR	2E-48	47.69897000433602				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	4q32.1	4	155518038		MTND1P22 - GUCY1A1	ENSG00000251407	ENSG00000164116		54215	148688	rs10029530-?	rs10029530	0	10029530	non_coding_transcript_exon_variant	1	NR	9E-14	13.045757490560675				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	1p36.22	1	11905735		SBF1P2 - RNU5E-1	ENSG00000224904	ENSG00000199347		25329	2417	rs72640287-?	rs72640287	0	72640287	intergenic_variant	1	NR	3E-11	10.522878745280337				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	4q21.23	4	85830565		ARHGAP24			ENSG00000138639			rs3796625-?	rs3796625	0	3796625	intron_variant	0	NR	9E-11	10.045757490560675				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	1p36.22	1	10738432		CASZ1			ENSG00000130940			rs34071855-?	rs34071855	0	34071855	intron_variant	0	NR	2E-10	9.698970004336019				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	1p13.2	1	112501706		WNT2B			ENSG00000134245			rs10776752-?	rs10776752	0	10776752	intron_variant	0	NR	3E-10	9.522878745280337				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA											chr1:42370316-?	chr1:42370316	0			1	NR	5E-10	9.301029995663981				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	1p32.1	1	59185391		FGGY-DT, LINC01358			ENSG00000224609, ENSG00000237352			rs12130314-?	rs12130314	0	12130314	intron_variant	0	NR	2E-9	8.698970004336019				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	1p22.2	1	88680977		PKN2-AS1			ENSG00000237505			rs200641754-?	rs200641754	0	200641754	intron_variant	0	NR	6E-9	8.221848749616356				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	1q21.3	1	153689947		NPR1			ENSG00000169418			rs35479618-?	rs35479618	0	35479618	missense_variant	0	NR	8E-9	8.096910013008056				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	1p36.32	1	3412095		PRDM16			ENSG00000142611			rs2493292-?	rs2493292	0	2493292	missense_variant	0	NR	1E-8	8.0				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	1p33	1	49342216		AGBL4			ENSG00000186094			rs2982389-?	rs2982389	0	2982389	intron_variant	0	NR	2E-8	7.698970004336019				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	1q31.3	1	196948769		CFHR2			ENSG00000080910			rs12066959-?	rs12066959	0	12066959	intron_variant	0	NR	2E-8	7.698970004336019				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	1p13.2	1	112503773		WNT2B			ENSG00000134245			rs351365-?	rs351365	0	351365	intron_variant	0	NR	3E-8	7.522878745280337				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Hypertension	193,908 European ancestry cases, 265,230 European ancestry controls	NA	1q42.13	1	228003374		SEPTIN14P17 - WNT3A	ENSG00000274886	ENSG00000154342		23147	3624	rs2760061-?	rs2760061	0	2760061	intergenic_variant	1	NR	4E-8	7.3979400086720375				NR [NR] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST90446531	Genome-wide genotyping array
